ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.6577,1.0,-0.1306,1.217,-0.4788,-0.5264,-1.37,0.529,-1.957,-0.614,-1.957,-1.957,-1.957,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.3162,-1.587,0.3035,-0.02698,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,-0.596
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.558,0.0,-0.1301,0.716,-0.4788,-0.5264,-1.37,0.529,-1.957,-0.614,-1.957,-1.957,-1.957,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.318,-1.587,0.3035,-0.02698,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,1.0,0.0,0.0,0.0,-0.596
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.533,0.0,-0.1298,-0.54,-0.4788,-0.5264,-1.37,0.529,-0.516,-0.614,-1.957,-1.957,-1.957,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.3179,-1.587,0.3035,-0.00852,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,2.0,0.0,0.0,0.0,-0.1987
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.533,0.0,-0.1293,-0.54,-0.4788,-0.5264,-1.37,0.529,0.0,-0.614,-0.516,-1.957,-1.957,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.3179,-1.587,0.3035,0.0,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,0.0
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.533,0.0,-0.1289,-0.54,-0.4788,-0.5264,-1.37,0.529,0.0,-0.614,0.0,-0.516,-1.957,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.3176,-1.587,0.3035,0.0,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,0.0
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.533,0.0,-0.1284,-0.54,-0.4788,-0.5264,-1.37,0.529,0.0,-0.614,0.0,0.0,-0.516,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.3171,-1.587,0.3035,0.0,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,0.0
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.533,0.0,-0.1279,0.10114,-0.4788,-0.5264,-1.37,0.529,0.0,-0.614,0.0,0.0,0.0,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.317,-1.587,0.3035,0.0,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,0.0
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.533,0.0,-0.1276,-0.54,-0.4788,-0.5264,-1.37,0.529,0.0,-0.614,0.0,0.0,0.0,-0.764,-0.7734,0.0,-1.0,-0.773,0.0,-0.317,-1.587,0.3035,0.0,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,0.0
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.4587,0.0,-0.1271,0.1569,-0.4788,-0.5264,-1.37,0.529,-1.57,-0.614,0.0,0.0,0.0,-0.7646,-0.7734,0.0,-1.0,-0.773,0.0,-0.3188,-1.587,0.3035,-0.01653,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,1.0,0.0,0.0,0.0,-0.3906
-0.4753,-1.076,-1.382,-0.2274,-0.064,-1.143,-1.31,0.0,0.0,1.774,1.804,0.4587,0.0,-0.1267,-0.512,-0.4788,-0.5264,-1.37,0.529,0.0,-0.614,-1.569,0.0,0.0,-0.7646,-0.7734,0.0,-1.0,-0.773,0.0,-0.3188,-1.587,0.3035,0.0,-2.0,-2.0,-2.5,0.721,-0.9497,-0.934,0.0,0.0,0.0,0.0,0.0,0.0
